carat,cut,color,clarity,depth,table,price,x,y,z
0.5,Ideal,F,VS1,62,55.1,1679,5.05,5.11,3.16
0.73,Very Good,I,VVS1,61.9,57,2623,5.75,5.79,3.57
0.5,Ideal,D,SI2,62.4,56,1239,5.06,5.1,3.17
0.37,Ideal,H,VS2,61.7,55,603,4.64,4.67,2.87
0.7,Premium,E,SI1,61.3,58,2386,5.71,5.84,3.54
1.33,Premium,G,VS2,62.3,59,9682,7.02,6.97,4.36
0.9,Premium,G,SI1,62.6,62,3669,6.08,6.06,3.8
0.3,Ideal,F,IF,61.7,56,873,4.31,4.35,2.67
0.58,Good,F,VVS2,62.2,61,2494,5.37,5.44,3.36
1.51,Very Good,E,SI2,61.9,57,7848,7.35,7.41,4.57
0.72,Premium,F,SI1,61.7,59,2492,5.74,5.7,3.53
0.32,Premium,H,VS2,59.5,58,505,4.47,4.5,2.67
0.86,Very Good,E,VS2,62.3,56,4665,6.05,6.08,3.78
1.51,Premium,H,VS1,62.4,60,10939,7.34,7.27,4.56
1.23,Ideal,F,VVS2,61.8,56,11141,6.89,6.84,4.24
0.32,Ideal,J,VS2,62.1,54,504,4.44,4.38,2.74
0.3,Ideal,H,VS2,61,56,501,4.33,4.37,2.65
1.03,Premium,G,VVS2,60.4,59,7729,6.58,6.56,3.97
0.3,Ideal,I,VS2,60.3,57,438,4.36,4.39,2.64
3.65,Fair,H,I1,67.1,53,11668,9.53,9.48,6.38
0.51,Ideal,D,VS1,60.7,57,1826,5.18,5.23,3.16
1.2,Ideal,H,VS2,62.8,57,7072,6.75,6.79,4.25
1.23,Ideal,D,VVS1,62.4,57,16253,6.88,6.83,4.28
0.41,Good,I,VS1,60.1,60.1,754,4.79,4.82,2.89
0.3,Ideal,H,VS1,61.9,58,545,4.3,4.32,2.67
0.55,Ideal,D,SI1,60.6,56,1819,5.32,5.27,3.21
0.31,Ideal,E,VS2,61.7,56,872,4.35,4.31,2.67
1.5,Very Good,H,VVS1,60.9,61,11688,7.36,7.39,4.49
0.3,Ideal,E,VS2,62,55,658,4.27,4.31,2.66
0.68,Premium,F,VVS2,61.7,57,2854,5.67,5.64,3.49
0.3,Premium,F,SI2,61.3,58,506,4.33,4.28,2.64
0.7,Very Good,F,VVS2,62.6,59,2940,5.6,5.64,3.52
0.7,Good,F,SI2,64.3,57,1851,5.6,5.53,3.58
1.01,Very Good,F,SI1,62.1,57,4969,6.41,6.48,4
0.5,Ideal,F,SI2,62,55,1305,5.12,5.09,3.16
1,Ideal,G,VS2,60.5,56,6328,6.54,6.49,3.94
0.32,Ideal,G,VS2,62,57,672,4.41,4.37,2.72
1.01,Premium,G,VS1,62.8,59,6618,6.37,6.34,3.99
0.74,Ideal,G,SI1,61.6,55,2760,5.8,5.85,3.59
0.52,Premium,G,VS1,61.1,58,1815,5.19,5.16,3.16
1.15,Good,H,SI1,60.2,61,5005,6.74,6.84,4.09
1.51,Premium,E,SI1,60.6,59,12738,7.45,7.41,4.5
0.35,Ideal,G,VS1,61.1,56,923,4.55,4.58,2.79
0.9,Fair,F,SI2,65.7,59,2964,6.03,5.99,3.95
2.37,Ideal,J,VS2,62.2,57,16059,8.52,8.58,5.32
0.33,Ideal,G,VS2,62.3,55,579,4.42,4.47,2.77
0.28,Very Good,E,VVS2,64,54,572,4.11,4.17,2.65
0.7,Fair,F,SI1,64.8,60,2167,5.57,5.54,3.6
1.01,Fair,F,VS1,64.6,60,6366,6.26,6.16,4.01
1,Premium,E,VS1,59.1,59,8176,6.56,6.51,3.86
0.29,Very Good,H,VS1,62.2,56,444,4.24,4.27,2.64
0.57,Ideal,F,VS2,59.2,57,1637,5.45,5.5,3.24
1,Good,G,VS2,63.7,59,5484,6.38,6.33,4.05
1.54,Very Good,H,VS2,62.1,62,11527,7.31,7.38,4.56
0.51,Very Good,G,VS2,62.4,57,1438,5.09,5.11,3.18
1.29,Good,J,VS2,58.2,61,5898,7.07,7.12,4.13
0.43,Premium,H,SI1,61.5,58,919,4.86,4.8,2.97
0.7,Very Good,H,VS2,62.2,56,2074,5.69,5.75,3.56
0.91,Very Good,E,VS1,62.8,60,5057,6.08,6.11,3.83
3.01,Premium,J,SI2,60.7,59,18710,9.35,9.22,5.64
1.5,Premium,J,VVS2,62.8,62,7983,7.25,7.22,4.54
0.53,Ideal,D,SI1,61.7,56,1753,5.23,5.15,3.2
1.07,Ideal,H,SI1,60.9,57,5123,6.68,6.61,4.05
0.51,Very Good,E,VS1,64.4,55,1634,5.03,5.07,3.25
0.32,Ideal,E,VS2,61.5,55,900,4.43,4.38,2.71
0.84,Very Good,G,SI2,62.9,55,2584,5.99,6.12,3.8
1.55,Very Good,H,SI1,63.2,57,7066,7.35,7.31,4.64
1.11,Very Good,E,SI2,61.7,63,4177,6.65,6.54,4.07
0.9,Good,G,VS2,64.9,61,4124,5.91,5.99,3.86
0.41,Good,J,VS2,64,59,732,4.71,4.64,2.99
1.09,Ideal,E,SI2,61.6,55,5035,6.6,6.64,4.08
0.9,Very Good,F,SI2,61,61,4441,6.14,6.18,3.76
1.74,Premium,I,VS2,58.6,59,12168,7.99,7.87,4.65
1.13,Very Good,I,SI1,61.5,60,4766,6.68,6.72,4.12
1.01,Very Good,E,VS2,62.2,58,6522,6.36,6.41,3.97
0.38,Very Good,H,VS1,61.3,54,705,4.68,4.7,2.88
1.57,Premium,J,VS1,60.8,61,7190,7.6,7.49,4.59
1.01,Premium,F,VVS2,61.8,59,8470,6.46,6.42,3.98
2.02,Very Good,J,VS2,62.6,58,13499,8.03,8.1,5.05
0.33,Premium,G,VS2,61.1,59,743,4.47,4.43,2.72
0.78,Ideal,H,VVS2,61.7,55,3015,5.9,5.94,3.65
0.8,Ideal,G,VVS2,62.6,54,4146,5.9,5.97,3.71
1.4,Very Good,I,SI2,62.4,59,6677,7.12,7.17,4.46
1.03,Ideal,F,VS2,60.2,54,7550,6.64,6.61,3.99
0.39,Ideal,F,VVS1,62.2,54,1124,4.71,4.74,2.94
0.38,Premium,F,VS1,62.4,59,933,4.57,4.63,2.87
1.53,Premium,I,VS1,61.2,59,10098,7.39,7.41,4.53
0.34,Ideal,D,VVS2,61.3,56,1174,4.48,4.52,2.76
0.46,Very Good,I,VS2,62.3,57,918,4.87,4.92,3.05
0.94,Good,I,SI2,63.8,60,3079,6.21,6.14,3.94
0.3,Good,D,SI2,60.8,65,536,4.29,4.26,2.6
0.3,Ideal,H,VS1,61.6,57,675,4.33,4.3,2.66
0.32,Ideal,F,VS2,62.6,55,645,4.38,4.41,2.75
0.31,Premium,I,VS1,62.3,59,489,4.29,4.35,2.69
1.01,Premium,F,VS2,62.1,60,5988,6.36,6.43,3.97
0.3,Ideal,F,VS2,61.8,57,605,4.31,4.33,2.67
1.22,Ideal,H,VS1,61.9,54,8411,6.88,6.9,4.26
1.09,Ideal,F,SI1,61.4,56,6872,6.63,6.66,4.08
0.7,Very Good,F,VS2,60.3,59,2400,5.76,5.79,3.48
1.94,Very Good,I,VS2,60.2,58,14489,8.04,8.1,4.86
1,Premium,G,VS2,60.6,59,6451,6.42,6.36,3.87
1.01,Very Good,F,VS2,63.1,60,6533,6.39,6.36,4.02
0.45,Good,F,VVS1,63.8,58,1548,4.85,4.78,3.07
1.06,Premium,F,SI2,62.6,59,3901,6.51,6.47,4.06
0.4,Premium,G,VS1,60.7,58,1125,4.81,4.78,2.91
0.5,Ideal,I,SI1,59.8,59,1031,5.18,5.15,3.09
0.3,Ideal,H,VS1,62.9,54,675,4.31,4.28,2.7
0.46,Premium,E,VS2,58.5,61,1173,5.1,5.05,2.97
1.01,Very Good,E,VS2,62.9,57,6488,6.37,6.43,4.02
0.32,Premium,H,VS2,62.7,54,648,4.41,4.39,2.76
1.03,Premium,G,I1,60.8,57,3073,6.55,6.51,3.97
1.24,Ideal,J,SI1,62.3,57,3312,6.86,6.81,4.26
0.73,Good,F,SI2,58.1,62,2191,5.92,5.93,3.44
0.33,Ideal,H,VS1,60.2,57,579,4.5,4.54,2.72
1.13,Ideal,H,VS2,62,57,5885,6.7,6.66,4.14
0.3,Very Good,F,VVS2,64.2,56,613,4.22,4.26,2.72
1.03,Ideal,G,VS1,61.3,56,7648,6.52,6.5,3.99
1.51,Premium,G,VS2,62.7,58,12872,7.31,7.2,4.55
1.27,Very Good,G,VS2,60.3,59,8549,6.97,7.09,4.24
2.01,Good,F,SI2,64.1,57,16231,7.82,7.78,5
0.32,Good,D,SI1,63.8,56,589,4.33,4.35,2.77
0.56,Premium,E,VS2,59.9,58,2167,5.37,5.34,3.21
0.22,Premium,F,SI1,60.4,61,342,3.88,3.84,2.33
0.41,Ideal,G,VS1,61.7,57,899,4.78,4.81,2.96
0.61,Ideal,H,IF,62,54.4,2438,5.44,5.47,3.38
1.02,Ideal,I,VS2,62.8,57,3148,6.45,6.39,4.03
1,Very Good,H,VVS2,62.6,56,6249,6.36,6.39,3.99
0.31,Premium,G,SI1,61.9,56,593,4.38,4.34,2.7
1.27,Ideal,H,SI1,60.6,57,6785,7.07,7,4.26
1.01,Very Good,G,SI2,63.2,58,3275,6.42,6.35,4.04
0.42,Ideal,H,VS1,62,57,1087,4.82,4.8,2.98
1.04,Fair,G,VS1,64.9,58,5633,6.36,6.33,4.12
0.34,Ideal,G,VS1,61.3,55,898,4.52,4.55,2.78
0.53,Ideal,G,VS1,61.2,55,1754,5.23,5.26,3.21
0.43,Very Good,E,SI2,63.4,57,858,4.82,4.77,3.04
0.5,Ideal,H,VVS2,60.4,55,1608,5.16,5.2,3.13
0.3,Premium,E,VS2,59.2,59,658,4.37,4.41,2.6
0.32,Premium,H,VS2,61,60,648,4.41,4.35,2.67
0.35,Ideal,D,VVS1,60.8,55,1330,4.58,4.6,2.79
0.31,Premium,F,IF,61.5,58,1046,4.35,4.33,2.67
0.38,Ideal,G,VS2,61.5,57,840,4.66,4.68,2.87
0.72,Ideal,F,VS1,62.5,54,3330,5.73,5.76,3.59
1.01,Very Good,D,VVS2,59.8,57,10499,6.49,6.58,3.91
1.04,Ideal,E,VVS2,62.4,56,9897,6.51,6.47,4.05
2,Very Good,H,SI2,59.7,61,15312,8.15,8.2,4.88
0.38,Ideal,G,VS1,62.4,54,759,4.63,4.67,2.9
1.01,Ideal,I,SI1,62.5,56,4413,6.4,6.44,4.01
1.28,Very Good,F,SI1,63,56,6566,6.9,7.03,4.39
0.42,Ideal,E,VVS2,61.3,56,1216,4.81,4.85,2.96
0.8,Ideal,E,VS1,61.8,56,5007,5.92,5.96,3.67
1.31,Very Good,H,SI1,60.3,58,7189,7.02,7.1,4.26
0.42,Premium,D,SI1,62.1,59,1040,4.79,4.77,2.97
0.38,Very Good,H,VVS1,63.3,58,1033,4.62,4.57,2.91
1.42,Very Good,G,VS1,62.7,55,11452,7.11,7.17,4.48
1.52,Premium,J,VS1,61.2,59,8366,7.39,7.36,4.51
0.72,Very Good,G,VS1,63.8,58,2819,5.64,5.68,3.61
0.73,Ideal,H,VS2,62,54,2583,5.79,5.83,3.6
1.09,Ideal,H,SI1,61.9,56,4784,6.61,6.64,4.1
0.31,Ideal,G,VVS1,62.5,56,772,4.29,4.34,2.69
0.9,Good,F,SI1,62.5,59,4119,6.1,6.13,3.82
0.77,Very Good,G,SI1,63.6,57,2915,5.79,5.88,3.71
0.32,Premium,E,IF,60,61,967,4.5,4.46,2.69
1.01,Good,H,I1,63.2,58,3110,6.33,6.39,4.02
0.32,Premium,F,VS2,59.4,58,828,4.48,4.44,2.65
1.65,Fair,J,SI1,61.6,66,5914,7.61,7.47,4.66
1.51,Premium,E,SI1,61.5,58,12530,7.33,7.38,4.52
0.72,Very Good,E,VVS1,61.2,58,3903,5.75,5.79,3.53
0.26,Very Good,H,VVS2,62.4,58,468,4.04,4.07,2.53
1,Premium,H,SI2,62.7,58,4200,6.33,6.31,3.96
1.2,Premium,H,VS2,60.6,58,6547,6.82,6.88,4.15
0.47,Premium,E,SI1,60.2,61,1087,5.05,4.96,3.02
1.54,Premium,D,VS2,59.3,59,16736,7.54,7.61,4.49
1.62,Ideal,F,SI1,62.7,56,12712,7.44,7.5,4.68
1.08,Ideal,J,SI1,61.8,56,4524,6.58,6.55,4.06
0.31,Good,F,VS2,58.2,58,637,4.46,4.51,2.61
0.73,Ideal,E,VS2,61.9,55,3275,5.76,5.8,3.57
1.04,Ideal,G,VS1,61.5,56,7294,6.53,6.57,4.03
0.42,Ideal,E,VS2,61.7,56,958,4.8,4.82,2.97
1.61,Premium,G,SI1,62.6,58,11303,7.48,7.45,4.67
0.71,Ideal,G,VS1,61.7,56,3431,5.72,5.75,3.53
0.55,Premium,E,VS2,62.3,60,2030,5.26,5.18,3.25
0.35,Ideal,G,SI1,61.8,55,503,4.54,4.56,2.81
1.01,Very Good,I,SI2,62.1,56,3770,6.41,6.45,3.99
1.26,Premium,J,VS2,62.5,58,5107,6.92,6.9,4.32
2.05,Very Good,H,VS2,61.8,60,18152,8.14,8.19,5.05
0.51,Premium,J,SI1,61.7,56,956,5.17,5.14,3.18
1.52,Good,I,VS2,63.3,61,8778,7.23,7.27,4.59
0.35,Ideal,H,VVS1,62.6,57,1024,4.47,4.45,2.79
0.7,Fair,H,VS2,65,56,2268,5.6,5.5,3.61
1.51,Premium,J,SI1,60.4,62,6680,7.42,7.32,4.45
1.5,Fair,J,I1,68.8,57,4284,6.94,6.87,4.75
0.31,Premium,I,VS2,62.3,60,435,4.31,4.32,2.69
0.39,Very Good,H,VS1,61.7,57,787,4.65,4.68,2.88
0.41,Very Good,G,SI1,62.7,55,719,4.77,4.8,3
1.52,Very Good,I,VS1,62.9,59.9,10032,7.27,7.31,4.59
0.3,Very Good,G,VS1,63.1,56,776,4.26,4.24,2.68
0.31,Very Good,H,IF,61.3,55,778,4.37,4.4,2.69
0.32,Very Good,H,VS1,62.9,54,561,4.37,4.41,2.76
0.37,Premium,G,VS2,60.7,57,833,4.69,4.64,2.83
0.32,Good,D,SI2,63.9,58,612,4.33,4.31,2.76
1.01,Fair,D,VS2,65.3,58,6366,6.29,6.24,4.09
0.3,Good,G,VS1,63.6,55,605,4.27,4.31,2.73
1.23,Ideal,G,VVS1,61.8,56,10572,6.8,6.89,4.24
1,Ideal,E,SI1,62.3,55,5396,6.41,6.34,3.97
0.71,Ideal,F,VS1,62.7,57,3041,5.66,5.7,3.56
0.58,Ideal,D,VS2,61.2,57,1876,5.37,5.41,3.3
0.24,Very Good,G,VS1,62.4,56,391,3.99,4.03,2.5
0.9,Very Good,E,SI1,61.3,57,4165,6.24,6.29,3.84
1.09,Ideal,D,SI2,62.1,56,5164,6.56,6.59,4.08
0.31,Ideal,F,SI1,62.9,57,663,4.34,4.31,2.72
0.41,Ideal,G,VVS1,61.7,55,1151,4.77,4.79,2.95
1.02,Good,D,SI2,64.1,58,4459,6.25,6.32,4.03
0.9,Very Good,E,VS2,62.8,57,4419,6.13,6.16,3.86
2.01,Good,H,SI2,63.7,59,12423,7.89,7.84,5.01
0.29,Ideal,F,VVS1,61.7,55,815,4.25,4.28,2.63
2.01,Good,E,SI2,60,64,16582,8.09,8.17,4.88
0.51,Ideal,D,VS2,62.4,55,1678,5.12,5.14,3.2
0.31,Very Good,F,VVS2,61.6,56,711,4.34,4.38,2.68
1.09,Ideal,H,SI1,61.1,57,5219,6.71,6.62,4.07
0.3,Ideal,I,VS2,61.3,58,438,4.3,4.31,2.64
1.01,Premium,G,SI2,60.1,59,4269,6.45,6.39,3.86
0.36,Ideal,D,SI1,61.6,56,801,4.59,4.6,2.83
0.25,Premium,F,IF,61.1,58,740,4.1,4.08,2.5
0.32,Good,G,VS2,63.1,57,561,4.3,4.35,2.73
0.38,Premium,H,VS1,61.6,58,766,4.65,4.7,2.88
0.36,Very Good,H,SI2,61.2,55,475,4.59,4.62,2.81
0.52,Ideal,I,SI1,61.8,54,1094,5.16,5.19,3.2
0.51,Very Good,F,VS1,61.4,60,1604,5.07,5.13,3.13
0.52,Very Good,G,SI1,63.1,58,1343,5.11,5.13,3.23
1.51,Premium,H,VS2,61.2,59,7534,7.4,7.38,4.52
0.57,Ideal,G,VS2,60.2,59,1642,5.38,5.42,3.25
0.31,Premium,F,VVS1,59.2,62,997,4.41,4.34,2.59
2.24,Ideal,I,SI2,62.1,57,15852,8.31,8.4,5.19
0.45,Ideal,G,VS1,59,60,1055,4.98,5.05,2.96
0.7,Ideal,E,VS1,62.6,55,3167,5.66,5.69,3.55
0.96,Fair,H,I1,61.1,60,1705,6.26,6.07,3.77
0.7,Very Good,E,VS2,58.7,63,2862,5.73,5.69,3.35
1.2,Premium,H,SI1,61.2,57,6129,6.91,6.78,4.19
0.32,Very Good,E,SI1,62.3,55,584,4.36,4.38,2.72
0.32,Ideal,G,SI2,62.5,55,540,4.4,4.37,2.74
0.7,Premium,E,VS2,60.9,59,2673,5.68,5.71,3.47
0.41,Premium,D,SI1,62.1,59,791,4.74,4.76,2.95
0.7,Ideal,E,VS2,61.4,57,2274,5.72,5.78,3.53
0.34,Premium,H,SI1,60.2,58,612,4.52,4.48,2.71
0.54,Ideal,G,VVS2,61.2,56,1914,5.25,5.3,3.22
0.54,Ideal,G,VS1,60.7,57,2274,5.29,5.26,3.2
0.42,Premium,G,VS2,60.6,58,847,4.83,4.88,2.94
0.52,Ideal,F,VS2,61.3,57,1624,5.22,5.19,3.19
0.31,Premium,D,SI1,61.4,58,732,4.39,4.34,2.68
0.7,Ideal,E,SI1,61.7,55,2745,5.71,5.74,3.53
0.26,Very Good,E,VVS1,61.8,59,539,4.11,4.14,2.55
0.7,Ideal,D,VS2,62.7,57,3448,5.65,5.67,3.55
2.01,Premium,I,SI2,62.5,60,9658,8.04,7.95,5
1.11,Ideal,H,SI2,63.5,60,4538,6.58,6.49,4.15
0.52,Very Good,F,VVS2,61.5,57,2079,5.18,5.22,3.19
0.32,Ideal,D,VVS1,61.8,56,1140,4.41,4.39,2.72
1.29,Ideal,H,SI1,61.6,57,6588,7,6.95,4.3
0.9,Premium,I,VS2,61.2,62,3338,6.19,6.13,3.77
0.43,Premium,F,SI1,61.6,59,1016,4.87,4.83,2.99
0.3,Ideal,F,IF,62.3,53,886,4.34,4.36,2.71
1.03,Very Good,J,VS1,63.4,58,4292,6.36,6.42,4.05
0.32,Very Good,E,VS2,62,54,702,4.37,4.41,2.72
0.51,Ideal,D,VS2,61.1,56,1986,5.16,5.2,3.17
0.5,Good,D,SI2,61.9,63,1175,5.05,5.07,3.13
1.51,Premium,H,VS2,63,58,10548,7.34,7.27,4.6
0.71,Ideal,F,VS1,62.1,57,3066,5.73,5.76,3.57
2.11,Very Good,G,SI2,62.2,60,16188,8.15,8.19,5.08
1.06,Premium,I,SI1,61.9,59,4372,6.5,6.52,4.03
1.07,Ideal,G,SI1,60.2,57,5453,6.7,6.59,4
1.52,Good,J,SI1,63.6,60,6897,7.21,7.25,4.6
0.31,Ideal,I,VS1,61.7,54.6,502,4.38,4.39,2.71
0.3,Ideal,I,VVS1,62.3,55,709,4.29,4.28,2.67
1.24,Very Good,F,VVS2,62,55,11130,6.88,6.95,4.29
0.7,Fair,J,VVS1,67.6,54,1691,5.56,5.41,3.71
0.42,Ideal,F,VVS2,61.3,57,1142,4.8,4.82,2.95
0.43,Ideal,J,VS1,62.1,55,679,4.84,4.86,3.01
0.71,Very Good,E,SI2,61.9,63,2256,5.69,5.74,3.54
2.03,Ideal,F,SI2,63.3,55,18458,7.96,8.05,5.08
0.34,Premium,G,VS2,61.2,58,765,4.5,4.46,2.74
1.75,Premium,J,VS1,62.2,59,10619,7.74,7.7,4.8
0.4,Ideal,I,SI1,61.2,55,692,4.77,4.8,2.93
0.34,Premium,F,VS2,59.8,59,854,4.55,4.51,2.71
0.91,Good,H,SI1,63.8,60,3520,6,6.16,3.88
0.91,Good,G,SI2,63.3,57,3340,6.08,6.12,3.86
1.56,Ideal,E,VS2,60.5,57,12717,7.56,7.5,4.56
0.38,Ideal,F,VVS1,61.5,56,1120,4.68,4.71,2.88
1.21,Ideal,I,SI2,60.7,56,4880,6.86,6.91,4.18
0.3,Ideal,I,VS2,62.1,54,438,4.32,4.35,2.69
1.01,Very Good,E,SI1,62.6,57,4986,6.38,6.43,4.01
1.57,Very Good,I,VS2,60.3,58,10447,7.58,7.55,4.56
1.11,Ideal,G,SI1,60.8,57,6065,6.83,6.77,4.14
0.7,Ideal,G,SI1,60.9,56,2965,5.73,5.79,3.51
1.14,Very Good,J,VS1,60,60,4702,6.76,6.81,4.07
0.51,Ideal,E,VS2,61.5,55,1662,5.23,5.14,3.19
0.33,Premium,G,VS1,61.6,60,854,4.46,4.41,2.73
0.36,Premium,F,SI1,60.3,58,770,4.65,4.6,2.79
0.34,Premium,F,VS2,61.2,59,880,4.53,4.49,2.76
1.23,Good,J,SI2,63.2,57.5,4992,6.74,6.82,4.29
1.19,Very Good,H,SI1,63.3,55,5698,6.76,6.69,4.26
1.5,Very Good,I,VS2,62.5,59,8893,7.26,7.3,4.55
1.14,Good,H,SI1,62.8,58,5487,6.62,6.67,4.17
0.5,Good,D,SI2,63.4,59,1157,5,5.03,3.18
0.73,Ideal,H,VS2,61.4,55,3164,5.79,5.82,3.56
0.52,Ideal,G,VVS2,61.3,56,1897,5.18,5.2,3.18
0.36,Ideal,D,SI2,62,56,537,4.56,4.6,2.84
0.36,Ideal,D,SI2,62,56,689,4.6,4.56,2.84
1.01,Good,H,SI1,59.4,60,4616,6.49,6.54,3.87
0.9,Good,G,VS1,63.6,58,4460,6.12,6.09,3.88
1.2,Very Good,F,IF,62.3,60,12905,6.74,6.8,4.22
0.71,Ideal,E,VVS1,62.3,55,4231,5.68,5.72,3.55
1.02,Very Good,F,SI2,60.9,58,4284,6.43,6.55,3.95
0.41,Ideal,D,SI1,60.7,55,771,4.83,4.86,2.94
1.55,Premium,J,VS1,61.6,58,7733,7.39,7.42,4.56
0.91,Premium,D,SI1,62.3,60,4663,6.21,6.15,3.85
0.5,Very Good,D,VS2,63.4,56,1758,5.1,5.05,3.22
1.21,Very Good,J,VS2,62.4,58,4191,6.79,6.83,4.25
0.9,Very Good,E,SI2,59.5,61,3139,6.24,6.3,3.73
1.59,Ideal,H,SI1,61.5,57,10832,7.53,7.59,4.65
0.35,Premium,E,VVS2,60.2,58,1024,4.66,4.61,2.79
0.7,Very Good,D,SI1,62.4,57,3075,5.64,5.67,3.53
0.33,Very Good,H,VS1,62.9,59,579,4.35,4.4,2.75
2.02,Very Good,G,SI2,63.1,57,12094,8.01,7.97,5.04
0.81,Ideal,H,IF,61.6,58,4111,5.98,6.01,3.69
0.6,Ideal,G,VS2,62.1,57,1625,5.36,5.43,3.35
0.41,Ideal,J,VS1,62.2,55,775,4.79,4.76,2.97
0.82,Good,J,SI1,57.5,62,2033,6.2,6.25,3.58
0.42,Very Good,D,VS1,58.4,61,912,4.91,4.95,2.88
1,Very Good,E,SI2,63.7,60,4181,6.24,6.32,4
0.72,Very Good,E,VVS1,61.2,57,4847,5.73,5.78,3.53
0.9,Good,D,SI1,64.1,56,3755,6.04,6.07,3.88
0.42,Ideal,G,VVS2,61.3,56,1103,4.82,4.81,2.95
0.41,Ideal,E,SI1,61.8,56,705,4.77,4.78,2.95
1.27,Very Good,H,SI2,60.6,59,5715,6.97,7,4.23
0.32,Ideal,E,VS2,62.1,55,768,4.43,4.4,2.74
0.3,Ideal,E,VS1,61.7,57,911,4.31,4.28,2.65
0.81,Ideal,E,VVS2,62.2,53.7,5373,5.97,5.99,3.72
1.05,Ideal,I,VVS2,61.8,53,5932,6.56,6.57,4.06
0.72,Good,F,SI2,63.8,59,1609,5.64,5.58,3.58
1.51,Ideal,G,VS1,61.6,56,14542,7.34,7.37,4.53
0.3,Ideal,H,VVS2,61.6,55,776,4.34,4.3,2.66
1.12,Good,I,SI2,64.3,60,3838,6.59,6.56,4.23
0.9,Very Good,E,SI1,61.4,56,5387,6.19,6.23,3.81
